Admin_Unit_Code,Sub_Unit_Code,Plot_Name,Location_Type,Year,Date,Start_Time,End_Time,Observer,Visit,Interval_Length,ID_Method,Distance,Flyover_Observed,Common_Name,Scientific_Name,AcceptedTSN,TaxonCode,AOU_Code,PIF_Watchlist_Status,Regional_Stewardship_Status,Temperature,Humidity,Sky,Wind,Disturbance,Previously_Obs,Initial_Three_Min_Cnt,Time Of Day,Temperature Category,Humidity Category
ANTI,NA,ANTI-0028,Grassland,2018,2018-05-22,06:56:00,07:06:00,Elizabeth Oswald,1,5.00,Visualization,,TRUE,Turkey Vulture,Cathartes aura,175265,79468,TUVU,FALSE,FALSE,19.80,80.30,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,Slight effect on count,FALSE,FALSE,Morning,Moderate,High
ANTI,NA,ANTI-0028,Grassland,2018,2018-05-22,06:56:00,07:06:00,Elizabeth Oswald,1,2.50,Singing,50 - 100 Meters,FALSE,Northern Cardinal,Cardinalis cardinalis,179124,94228,NOCA,FALSE,FALSE,19.80,80.30,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,Slight effect on count,FALSE,TRUE,Morning,Moderate,High
ANTI,NA,ANTI-0028,Grassland,2018,2018-05-22,06:56:00,07:06:00,Elizabeth Oswald,1,5.00,Singing,<= 50 Meters,FALSE,Eastern Kingbird,Tyrannus tyrannus,178279,85757,EAKI,FALSE,FALSE,19.80,80.30,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,Slight effect on count,FALSE,FALSE,Morning,Moderate,High
ANTI,NA,ANTI-0028,Grassland,2018,2018-05-22,06:56:00,07:06:00,Elizabeth Oswald,1,5.00,Calling,50 - 100 Meters,FALSE,Red-bellied Woodpecker,Melanerpes carolinus,178195,84865,RBWO,FALSE,FALSE,19.80,80.30,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,Slight effect on count,FALSE,FALSE,Morning,Moderate,High
ANTI,NA,ANTI-0028,Grassland,2018,2018-05-22,06:56:00,07:06:00,Elizabeth Oswald,1,5.00,Singing,50 - 100 Meters,FALSE,Field Sparrow,Spizella pusilla,179443,84790,FISP,FALSE,TRUE,19.80,80.30,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,Slight effect on count,FALSE,TRUE,Morning,Moderate,High
ANTI,NA,ANTI-0028,Grassland,2018,2018-05-22,06:56:00,07:06:00,Elizabeth Oswald,1,2.50,Singing,50 - 100 Meters,FALSE,Eastern Towhee,Pipilo erythrophthalmus,179276,83803,EATO,FALSE,TRUE,19.80,80.30,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,Slight effect on count,FALSE,TRUE,Morning,Moderate,High
ANTI,NA,ANTI-0028,Grassland,2018,2018-05-22,06:56:00,07:06:00,Elizabeth Oswald,1,2.50,Visualization,<= 50 Meters,FALSE,Chipping Sparrow,Spizella passerina,179435,84781,CHSP,FALSE,FALSE,19.80,80.30,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,Slight effect on count,FALSE,TRUE,Morning,Moderate,High
ANTI,NA,ANTI-0028,Grassland,2018,2018-05-22,06:56:00,07:06:00,Elizabeth Oswald,1,5.00,Singing,50 - 100 Meters,FALSE,Eastern Tufted Titmouse,Baeolophus bicolor,554138,266957,ETTI,FALSE,FALSE,19.80,80.30,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,Slight effect on count,FALSE,FALSE,Morning,Moderate,High
ANTI,NA,ANTI-0027,Grassland,2018,2018-05-22,06:39:00,06:49:00,Elizabeth Oswald,1,2.50,Singing,50 - 100 Meters,FALSE,Field Sparrow,Spizella pusilla,179443,84790,FISP,FALSE,TRUE,20.20,79.50,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,No effect on count,FALSE,TRUE,Morning,Moderate,High
ANTI,NA,ANTI-0027,Grassland,2018,2018-05-22,06:39:00,06:49:00,Elizabeth Oswald,1,7.50,Visualization,<= 50 Meters,FALSE,Mourning Dove,Zenaida macroura,177125,82737,MODO,FALSE,FALSE,20.20,79.50,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,No effect on count,FALSE,FALSE,Morning,Moderate,High
ANTI,NA,ANTI-0027,Grassland,2018,2018-05-22,06:39:00,06:49:00,Elizabeth Oswald,1,7.50,Visualization,<= 50 Meters,FALSE,Brown-headed Cowbird,Molothrus ater,179112,94215,BHCO,FALSE,FALSE,20.20,79.50,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,No effect on count,FALSE,FALSE,Morning,Moderate,High
ANTI,NA,ANTI-0027,Grassland,2018,2018-05-22,06:39:00,06:49:00,Elizabeth Oswald,1,10.00,Singing,<= 50 Meters,FALSE,Grasshopper Sparrow,Ammodramus savannarum,179333,83867,GRSP,FALSE,FALSE,20.20,79.50,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,No effect on count,FALSE,FALSE,Morning,Moderate,High
ANTI,NA,ANTI-0027,Grassland,2018,2018-05-22,06:39:00,06:49:00,Elizabeth Oswald,1,5.00,Visualization,,TRUE,Canada Goose,Branta canadensis,174999,76625,CANG,FALSE,FALSE,20.20,79.50,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,No effect on count,FALSE,FALSE,Morning,Moderate,High
ANTI,NA,ANTI-0027,Grassland,2018,2018-05-22,06:39:00,06:49:00,Elizabeth Oswald,1,7.50,Singing,50 - 100 Meters,FALSE,Chipping Sparrow,Spizella passerina,179435,84781,CHSP,FALSE,FALSE,20.20,79.50,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,No effect on count,FALSE,FALSE,Morning,Moderate,High
ANTI,NA,ANTI-0027,Grassland,2018,2018-05-22,06:39:00,06:49:00,Elizabeth Oswald,1,2.50,Singing,50 - 100 Meters,FALSE,Northern Cardinal,Cardinalis cardinalis,179124,94228,NOCA,FALSE,FALSE,20.20,79.50,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,No effect on count,FALSE,TRUE,Morning,Moderate,High
ANTI,NA,ANTI-0027,Grassland,2018,2018-05-22,06:39:00,06:49:00,Elizabeth Oswald,1,2.50,Singing,50 - 100 Meters,FALSE,Indigo Bunting,Passerina cyanea,179150,94257,INBU,FALSE,TRUE,20.20,79.50,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,No effect on count,FALSE,TRUE,Morning,Moderate,High
ANTI,NA,ANTI-0027,Grassland,2018,2018-05-22,06:39:00,06:49:00,Elizabeth Oswald,1,2.50,Singing,<= 50 Meters,FALSE,Mourning Dove,Zenaida macroura,177125,82737,MODO,FALSE,FALSE,20.20,79.50,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,No effect on count,FALSE,TRUE,Morning,Moderate,High
ANTI,NA,ANTI-0027,Grassland,2018,2018-05-22,06:39:00,06:49:00,Elizabeth Oswald,1,10.00,Calling,<= 50 Meters,FALSE,Blue Jay,Cyanocitta cristata,179680,86252,BLJA,FALSE,FALSE,20.20,79.50,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,No effect on count,FALSE,FALSE,Morning,Moderate,High
ANTI,NA,ANTI-0027,Grassland,2018,2018-05-22,06:39:00,06:49:00,Elizabeth Oswald,1,2.50,Singing,<= 50 Meters,FALSE,Northern Cardinal,Cardinalis cardinalis,179124,94228,NOCA,FALSE,FALSE,20.20,79.50,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,No effect on count,FALSE,TRUE,Morning,Moderate,High
ANTI,NA,ANTI-0027,Grassland,2018,2018-05-22,06:39:00,06:49:00,Elizabeth Oswald,1,2.50,Singing,<= 50 Meters,FALSE,Brown-headed Cowbird,Molothrus ater,179112,94215,BHCO,FALSE,FALSE,20.20,79.50,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,No effect on count,FALSE,TRUE,Morning,Moderate,High
ANTI,NA,ANTI-0027,Grassland,2018,2018-05-22,06:39:00,06:49:00,Elizabeth Oswald,1,2.50,Calling,50 - 100 Meters,FALSE,Carolina Chickadee,Poecile carolinensis,554383,265876,CACH,FALSE,TRUE,20.20,79.50,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,No effect on count,FALSE,TRUE,Morning,Moderate,High
ANTI,NA,ANTI-0027,Grassland,2018,2018-05-22,06:39:00,06:49:00,Elizabeth Oswald,1,5.00,Singing,50 - 100 Meters,FALSE,Carolina Wren,Thryothorus ludovicianus,178581,88350,CARW,FALSE,FALSE,20.20,79.50,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,No effect on count,FALSE,FALSE,Morning,Moderate,High
ANTI,NA,ANTI-0027,Grassland,2018,2018-05-22,06:39:00,06:49:00,Elizabeth Oswald,1,2.50,Calling,50 - 100 Meters,FALSE,Eastern Towhee,Pipilo erythrophthalmus,179276,83803,EATO,FALSE,TRUE,20.20,79.50,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,No effect on count,FALSE,TRUE,Morning,Moderate,High
ANTI,NA,ANTI-0018,Grassland,2018,2018-05-22,07:29:00,07:39:00,Elizabeth Oswald,1,10.00,Singing,<= 50 Meters,FALSE,Baltimore Oriole,Icterus galbula,179083,93655,BAOR,FALSE,FALSE,20.20,84.40,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,Slight effect on count,FALSE,FALSE,Morning,Moderate,High
ANTI,NA,ANTI-0018,Grassland,2018,2018-05-22,07:29:00,07:39:00,Elizabeth Oswald,1,2.50,Singing,<= 50 Meters,FALSE,Northern Cardinal,Cardinalis cardinalis,179124,94228,NOCA,FALSE,FALSE,20.20,84.40,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,Slight effect on count,FALSE,TRUE,Morning,Moderate,High
ANTI,NA,ANTI-0018,Grassland,2018,2018-05-22,07:29:00,07:39:00,Elizabeth Oswald,1,2.50,Singing,50 - 100 Meters,FALSE,Northern Cardinal,Cardinalis cardinalis,179124,94228,NOCA,FALSE,FALSE,20.20,84.40,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,Slight effect on count,FALSE,TRUE,Morning,Moderate,High
ANTI,NA,ANTI-0018,Grassland,2018,2018-05-22,07:29:00,07:39:00,Elizabeth Oswald,1,10.00,Calling,<= 50 Meters,FALSE,Gray Catbird,Dumetella carolinensis,178625,89977,GRCA,FALSE,FALSE,20.20,84.40,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,Slight effect on count,FALSE,FALSE,Morning,Moderate,High
ANTI,NA,ANTI-0018,Grassland,2018,2018-05-22,07:29:00,07:39:00,Elizabeth Oswald,1,2.50,Calling,<= 50 Meters,FALSE,Eastern Towhee,Pipilo erythrophthalmus,179276,83803,EATO,FALSE,TRUE,20.20,84.40,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,Slight effect on count,FALSE,TRUE,Morning,Moderate,High
ANTI,NA,ANTI-0018,Grassland,2018,2018-05-22,07:29:00,07:39:00,Elizabeth Oswald,1,2.50,Singing,50 - 100 Meters,FALSE,Wood Thrush,Hylocichla mustelina,179777,87156,WOTH,TRUE,TRUE,20.20,84.40,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,Slight effect on count,FALSE,TRUE,Morning,Moderate,High
ANTI,NA,ANTI-0018,Grassland,2018,2018-05-22,07:29:00,07:39:00,Elizabeth Oswald,1,5.00,Calling,50 - 100 Meters,FALSE,Great Crested Flycatcher,Myiarchus crinitus,178309,85791,GCFL,FALSE,FALSE,20.20,84.40,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,Slight effect on count,FALSE,FALSE,Morning,Moderate,High
ANTI,NA,ANTI-0018,Grassland,2018,2018-05-22,07:29:00,07:39:00,Elizabeth Oswald,1,7.50,Visualization,,TRUE,Unidentified Crow,Corvus,179724,87098,UNCR,FALSE,FALSE,20.20,84.40,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,Slight effect on count,FALSE,FALSE,Morning,Moderate,High
ANTI,NA,ANTI-0018,Grassland,2018,2018-05-22,07:29:00,07:39:00,Elizabeth Oswald,1,5.00,Singing,50 - 100 Meters,FALSE,Horned Lark,Eremophila alpestris,554256,264079,HOLA,FALSE,FALSE,20.20,84.40,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,Slight effect on count,FALSE,FALSE,Morning,Moderate,High
ANTI,NA,ANTI-0018,Grassland,2018,2018-05-22,07:29:00,07:39:00,Elizabeth Oswald,1,5.00,Singing,<= 50 Meters,FALSE,Brown-headed Cowbird,Molothrus ater,179112,94215,BHCO,FALSE,FALSE,20.20,84.40,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,Slight effect on count,FALSE,FALSE,Morning,Moderate,High
ANTI,NA,ANTI-0018,Grassland,2018,2018-05-22,07:29:00,07:39:00,Elizabeth Oswald,1,7.50,Singing,50 - 100 Meters,FALSE,Indigo Bunting,Passerina cyanea,179150,94257,INBU,FALSE,TRUE,20.20,84.40,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,Slight effect on count,FALSE,FALSE,Morning,Moderate,High
ANTI,NA,ANTI-0018,Grassland,2018,2018-05-22,07:29:00,07:39:00,Elizabeth Oswald,1,7.50,Calling,<= 50 Meters,FALSE,American Robin,Turdus migratorius,179759,87136,AMRO,FALSE,FALSE,20.20,84.40,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,Slight effect on count,FALSE,FALSE,Morning,Moderate,High
ANTI,NA,ANTI-0018,Grassland,2018,2018-05-22,07:29:00,07:39:00,Elizabeth Oswald,1,2.50,Singing,<= 50 Meters,FALSE,Eastern Wood-Pewee,Contopus virens,178359,85846,EAWP,FALSE,TRUE,20.20,84.40,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,Slight effect on count,FALSE,TRUE,Morning,Moderate,High
ANTI,NA,ANTI-0105,Grassland,2018,2018-05-22,06:43:00,06:53:00,Kimberly Serno,1,7.50,Singing,<= 50 Meters,FALSE,Orchard Oriole,Icterus spurius,179064,93634,OROR,FALSE,FALSE,21.20,72.30,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,No effect on count,FALSE,FALSE,Morning,Moderate,High
ANTI,NA,ANTI-0105,Grassland,2018,2018-05-22,06:43:00,06:53:00,Kimberly Serno,1,5.00,Singing,50 - 100 Meters,FALSE,Indigo Bunting,Passerina cyanea,179150,94257,INBU,FALSE,TRUE,21.20,72.30,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,No effect on count,FALSE,FALSE,Morning,Moderate,High
ANTI,NA,ANTI-0105,Grassland,2018,2018-05-22,06:43:00,06:53:00,Kimberly Serno,1,7.50,Visualization,,TRUE,Cedar Waxwing,Bombycilla cedrorum,178532,88296,CEDW,FALSE,FALSE,21.20,72.30,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,No effect on count,FALSE,FALSE,Morning,Moderate,High
ANTI,NA,ANTI-0105,Grassland,2018,2018-05-22,06:43:00,06:53:00,Kimberly Serno,1,10.00,Calling,50 - 100 Meters,FALSE,Carolina Chickadee,Poecile carolinensis,554383,265876,CACH,FALSE,TRUE,21.20,72.30,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,No effect on count,FALSE,FALSE,Morning,Moderate,High
ANTI,NA,ANTI-0105,Grassland,2018,2018-05-22,06:43:00,06:53:00,Kimberly Serno,1,7.50,Singing,50 - 100 Meters,FALSE,Northern Cardinal,Cardinalis cardinalis,179124,94228,NOCA,FALSE,FALSE,21.20,72.30,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,No effect on count,FALSE,FALSE,Morning,Moderate,High
ANTI,NA,ANTI-0105,Grassland,2018,2018-05-22,06:43:00,06:53:00,Kimberly Serno,1,5.00,Singing,50 - 100 Meters,FALSE,Chipping Sparrow,Spizella passerina,179435,84781,CHSP,FALSE,FALSE,21.20,72.30,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,No effect on count,FALSE,FALSE,Morning,Moderate,High
ANTI,NA,ANTI-0105,Grassland,2018,2018-05-22,06:43:00,06:53:00,Kimberly Serno,1,2.50,Singing,50 - 100 Meters,FALSE,Grasshopper Sparrow,Ammodramus savannarum,179333,83867,GRSP,FALSE,FALSE,21.20,72.30,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,No effect on count,FALSE,TRUE,Morning,Moderate,High
ANTI,NA,ANTI-0105,Grassland,2018,2018-05-22,06:43:00,06:53:00,Kimberly Serno,1,2.50,Singing,<= 50 Meters,FALSE,Common Yellowthroat,Geothlypis trichas,178944,92708,COYE,FALSE,FALSE,21.20,72.30,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,No effect on count,FALSE,TRUE,Morning,Moderate,High
ANTI,NA,ANTI-0105,Grassland,2018,2018-05-22,06:43:00,06:53:00,Kimberly Serno,1,2.50,Singing,<= 50 Meters,FALSE,Field Sparrow,Spizella pusilla,179443,84790,FISP,FALSE,TRUE,21.20,72.30,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,No effect on count,FALSE,TRUE,Morning,Moderate,High
ANTI,NA,ANTI-0105,Grassland,2018,2018-05-22,06:43:00,06:53:00,Kimberly Serno,1,2.50,Singing,50 - 100 Meters,FALSE,Field Sparrow,Spizella pusilla,179443,84790,FISP,FALSE,TRUE,21.20,72.30,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,No effect on count,FALSE,TRUE,Morning,Moderate,High
ANTI,NA,ANTI-0105,Grassland,2018,2018-05-22,06:43:00,06:53:00,Kimberly Serno,1,10.00,Singing,50 - 100 Meters,FALSE,Northern Cardinal,Cardinalis cardinalis,179124,94228,NOCA,FALSE,FALSE,21.20,72.30,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,No effect on count,FALSE,FALSE,Morning,Moderate,High
ANTI,NA,ANTI-0105,Grassland,2018,2018-05-22,06:43:00,06:53:00,Kimberly Serno,1,5.00,Singing,50 - 100 Meters,FALSE,Eastern Towhee,Pipilo erythrophthalmus,179276,83803,EATO,FALSE,TRUE,21.20,72.30,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,No effect on count,FALSE,FALSE,Morning,Moderate,High
